-0.953	 0.05901897358431997
-0.952	 0.06024986591110867
-0.951	 0.06147976643551726
-0.95	 0.06270867768777205
-0.949	 0.06393660219104315
-0.948	 0.06516354246146185
-0.947	 0.06638950100813794
-0.946	 0.06761448033317731
-0.945	 0.06883848293169943
-0.944	 0.0700615112918549
-0.943	 0.07128356789484318
-0.942	 0.07250465521493016
-0.941	 0.07372477571946602
-0.94	 0.07494393186890294
-0.939	 0.076162126116813
-0.938	 0.07737936090990594
-0.9369999999999999	 0.07859563868804717
-0.9359999999999999	 0.07981096188427576
-0.935	 0.08102533292482217
-0.934	 0.08223875422912695
-0.933	 0.08345122820985788
-0.932	 0.08466275727292877
-0.931	 0.08587334381751725
-0.93	 0.08708299023608314
-0.929	 0.08829169891438647
-0.928	 0.08949947223150581
-0.927	 0.09070631255985648
-0.926	 0.09191222226520879
-0.925	 0.09311720370670641
-0.924	 0.09432125923688456
-0.923	 0.09552439120168849
-0.922	 0.09672660194049168
-0.921	 0.0979278937861144
-0.92	 0.09912826906484186
-0.9192733067143084	 0.1
-0.919	 0.10032773009644286
-0.918	 0.10152627919418801
-0.917	 0.1027239186648682
-0.916	 0.10392065080881321
-0.915	 0.10511647791990993
-0.914	 0.10631140228562086
-0.913	 0.10750542618700273
-0.912	 0.10869855189872486
-0.911	 0.10989078168908763
-0.91	 0.11108211782004089
-0.909	 0.11227256254720278
-0.908	 0.11346211811987773
-0.907	 0.11465078678107538
-0.906	 0.11583857076752875
-0.905	 0.11702547230971304
-0.904	 0.1182114936318638
-0.903	 0.11939663695199564
-0.902	 0.12058090448192066
-0.901	 0.12176429842726688
-0.9	 0.1229468209874967
-0.899	 0.12412847435592553
-0.898	 0.12530926071973997
-0.897	 0.12648918226001651
-0.896	 0.12766824115173997
-0.895	 0.12884643956382158
-0.894	 0.13002377965911796
-0.893	 0.13120026359444903
-0.892	 0.13237589352061668
-0.891	 0.13355067158242312
-0.89	 0.1347245999186892
-0.889	 0.13589768066227276
-0.888	 0.137069915940087
-0.887	 0.13824130787311883
-0.886	 0.13941185857644717
-0.885	 0.14058157015926118
-0.884	 0.14175044472487858
-0.883	 0.142918484370764
-0.882	 0.14408569118854697
-0.881	 0.1452520672640404
-0.88	 0.14641761467725867
-0.879	 0.14758233550243574
-0.878	 0.1487462318080434
-0.877	 0.14990930565680935
-0.876	 0.15107155910573533
-0.875	 0.1522329942061152
-0.874	 0.15339361300355298
-0.873	 0.15455341753798088
-0.872	 0.15571240984367743
-0.871	 0.15687059194928527
-0.87	 0.15802796587782925
-0.869	 0.15918453364673427
-0.868	 0.16034029726784332
-0.867	 0.16149525874743526
-0.866	 0.16264942008624256
-0.865	 0.1638027832794694
-0.864	 0.16495535031680916
-0.863	 0.16610712318246243
-0.862	 0.16725810385515458
-0.861	 0.16840829430815363
-0.86	 0.16955769650928762
-0.859	 0.17070631242096265
-0.858	 0.17185414400018015
-0.857	 0.1730011931985546
-0.856	 0.17414746196233116
-0.855	 0.1752929522324029
-0.854	 0.1764376659443286
-0.853	 0.17758160502835021
-0.852	 0.17872477140940976
-0.851	 0.17986716700716737
-0.85	 0.18100879373601825
-0.849	 0.18214965350510998
-0.848	 0.18328974821835997
-0.847	 0.18442907977447265
-0.846	 0.1855676500669565
-0.845	 0.18670546098414156
-0.844	 0.18784251440919608
-0.843	 0.18897881222014412
-0.842	 0.19011435628988227
-0.841	 0.19124914848619678
-0.84	 0.19238319067178064
-0.839	 0.19351648470425026
-0.838	 0.19464903243616266
-0.837	 0.19578083571503224
-0.836	 0.19691189638334755
-0.835	 0.19804221627858826
-0.834	 0.19917179723324155
-0.8332663902538622	 0.2
-0.833	 0.20030064107481935
-0.832	 0.20142874962587462
-0.831	 0.20255612470401804
-0.83	 0.20368276812193487
-0.829	 0.20480868168740105
-0.828	 0.2059338672033003
-0.827	 0.20705832646764016
-0.826	 0.20818206127356845
-0.825	 0.20930507340939
-0.824	 0.21042736465858264
-0.823	 0.21154893679981374
-0.822	 0.21266979160695648
-0.821	 0.21378993084910583
-0.82	 0.2149093562905952
-0.819	 0.21602806969101235
-0.818	 0.2171460728052152
-0.817	 0.21826336738334856
-0.816	 0.21937995517085956
-0.815	 0.22049583790851407
-0.814	 0.22161101733241234
-0.813	 0.2227254951740051
-0.8119999999999999	 0.22383927316010935
-0.8109999999999999	 0.22495235301292424
-0.8099999999999999	 0.22606473645004665
-0.8089999999999999	 0.22717642518448733
-0.808	 0.22828742092468596
-0.807	 0.2293977253745278
-0.806	 0.2305073402333582
-0.805	 0.23161626719599882
-0.804	 0.23272450795276306
-0.803	 0.23383206418947133
-0.802	 0.23493893758746678
-0.801	 0.2360451298236306
-0.8	 0.23715064257039728
-0.799	 0.23825547749577
-0.798	 0.2393596362633358
-0.797	 0.2404631205322811
-0.796	 0.2415659319574065
-0.795	 0.24266807218914221
-0.794	 0.24376954287356292
-0.793	 0.24487034565240312
-0.792	 0.24597048216307182
-0.791	 0.24706995403866785
-0.79	 0.24816876290799453
-0.789	 0.24926691039557436
-0.788	 0.2503643981216646
-0.787	 0.2514612277022747
-0.786	 0.2525574007491675
-0.785	 0.25365291886989516
-0.784	 0.25474778366779927
-0.783	 0.25584199674202945
-0.782	 0.25693555968755755
-0.781	 0.2580284740951925
-0.78	 0.2591207415515944
-0.779	 0.26021236363928985
-0.778	 0.2613033419366851
-0.777	 0.2623936780180813
-0.776	 0.26348337345368883
-0.775	 0.26457242980964096
-0.774	 0.2656608486480086
-0.773	 0.26674863152681444
-0.772	 0.2678357800000469
-0.771	 0.2689222956176744
-0.77	 0.2700081799256593
-0.769	 0.271093434465972
-0.768	 0.272178060776605
-0.767	 0.2732620603915866
-0.766	 0.27434543484099505
-0.765	 0.2754281856509721
-0.764	 0.27651031434373713
-0.763	 0.2775918224376008
-0.762	 0.27867271144697836
-0.761	 0.27975298288240436
-0.76	 0.28083263825054483
-0.759	 0.2819116790542122
-0.758	 0.28299010679237835
-0.757	 0.2840679229601876
-0.756	 0.285145129048971
-0.755	 0.28622172654625944
-0.754	 0.2872977169357967
-0.753	 0.28837310169755337
-0.752	 0.28944788230773966
-0.751	 0.2905220602388189
-0.75	 0.2915956369595206
-0.749	 0.292668613934854
-0.748	 0.2937409926261206
-0.747	 0.2948127744909276
-0.746	 0.29588396098320097
-0.745	 0.29695455355319833
-0.744	 0.29802455364752195
-0.743	 0.2990939627091317
-0.7421523364723259	 0.3
-0.742	 0.30016278217735787
-0.741	 0.30123101348791403
-0.74	 0.3022986580729098
-0.739	 0.3033657173608636
-0.738	 0.30443219277671546
-0.737	 0.3054980857418396
-0.736	 0.306563397674057
-0.735	 0.30762812998764805
-0.734	 0.3086922840933653
-0.733	 0.30975586139844535
-0.732	 0.3108188633066223
-0.731	 0.3118812912181391
-0.73	 0.31294314652976074
-0.729	 0.31400443063478617
-0.728	 0.31506514492306076
-0.727	 0.31612529078098844
-0.726	 0.3171848695915441
-0.725	 0.31824388273428583
-0.724	 0.3193023315853666
-0.723	 0.3203602175175467
-0.722	 0.32141754190020616
-0.721	 0.32247430609935585
-0.72	 0.3235305114776505
-0.719	 0.3245861593943997
-0.718	 0.32564125120558063
-0.717	 0.3266957882638492
-0.716	 0.3277497719185526
-0.715	 0.32880320351574016
-0.714	 0.32985608439817615
-0.713	 0.3309084159053507
-0.712	 0.3319601993734919
-0.711	 0.333011436135577
-0.71	 0.3340621275213444
-0.709	 0.3351122748573054
-0.708	 0.3361618794667548
-0.707	 0.33721094266978335
-0.706	 0.3382594657832888
-0.705	 0.339307450120987
-0.704	 0.3403548969934239
-0.703	 0.34140180770798634
-0.702	 0.34244818356891343
-0.701	 0.3434940258773081
-0.7	 0.3445393359311481
-0.699	 0.3455841150252969
-0.698	 0.34662836445151535
-0.697	 0.34767208549847245
-0.696	 0.3487152794517563
-0.695	 0.3497579475938858
-0.694	 0.3508000912043205
-0.693	 0.3518417115594725
-0.692	 0.35288280993271726
-0.691	 0.3539233875944037
-0.69	 0.3549634458118661
-0.689	 0.3560029858494343
-0.688	 0.3570420089684443
-0.6869999999999999	 0.3580805164272494
-0.6859999999999999	 0.359118509481231
-0.6849999999999999	 0.3601559893828085
-0.6839999999999999	 0.36119295738145096
-0.6829999999999999	 0.36222941472368664
-0.6819999999999999	 0.36326536265311427
-0.6809999999999999	 0.36430080241041357
-0.6799999999999999	 0.3653357352333551
-0.679	 0.3663701623568113
-0.678	 0.36740408501276695
-0.677	 0.3684375044303288
-0.676	 0.36947042183573675
-0.675	 0.3705028384523736
-0.674	 0.37153475550077564
-0.673	 0.37256617419864285
-0.672	 0.37359709576084865
-0.671	 0.3746275213994508
-0.67	 0.375657452323701
-0.669	 0.37668688974005515
-0.668	 0.3777158348521833
-0.667	 0.3787442888609798
-0.666	 0.3797722529645734
-0.665	 0.38079972835833686
-0.664	 0.3818267162348973
-0.663	 0.38285321778414555
-0.662	 0.38387923419324665
-0.661	 0.38490476664664924
-0.66	 0.3859298163260953
-0.659	 0.3869543844106303
-0.658	 0.3879784720766126
-0.657	 0.3890020804977231
-0.656	 0.39002521084497527
-0.655	 0.3910478642867243
-0.654	 0.3920700419886771
-0.653	 0.3930917451139016
-0.652	 0.39411297482283647
-0.651	 0.3951337322733001
-0.65	 0.39615401862050115
-0.649	 0.3971738350170467
-0.648	 0.3981931826129525
-0.647	 0.39921206255565217
-0.6462263489162478	 0.4
-0.646	 0.4002304759900063
-0.645	 0.40124842405831185
-0.644	 0.4022659079003116
-0.643	 0.40328292865320337
-0.642	 0.40429948745164895
-0.641	 0.40531558542778345
-0.64	 0.4063312237112246
-0.639	 0.40734640342908157
-0.638	 0.4083611257059643
-0.637	 0.4093753916639923
-0.636	 0.4103892024228041
-0.635	 0.41140255909956575
-0.634	 0.41241546280898006
-0.633	 0.41342791466329554
-0.632	 0.4144399157723153
-0.631	 0.41545146724340565
-0.63	 0.41646257018150523
-0.629	 0.4174732256891341
-0.628	 0.4184834348664016
-0.627	 0.419493198811016
-0.626	 0.42050251861829296
-0.625	 0.4215113953811639
-0.624	 0.4225198301901852
-0.623	 0.42352782413354645
-0.622	 0.42453537829707916
-0.621	 0.4255424937642654
-0.62	 0.4265491716162462
-0.619	 0.4275554129318303
-0.618	 0.42856121878750225
-0.617	 0.4295665902574316
-0.616	 0.43057152841348045
-0.615	 0.43157603432521235
-0.614	 0.43258010905990074
-0.613	 0.4335837536825371
-0.612	 0.43458696925583923
-0.611	 0.43558975684025975
-0.61	 0.43659211749399424
-0.609	 0.4375940522729895
-0.608	 0.4385955622309517
-0.607	 0.4395966484193548
-0.606	 0.44059731188744816
-0.605	 0.4415975536822655
-0.604	 0.44259737484863215
-0.603	 0.44359677642917383
-0.602	 0.4445957594643242
-0.601	 0.445594324992333
-0.6	 0.44659247404927416
-0.599	 0.44759020766905383
-0.598	 0.44858752688341796
-0.597	 0.4495844327219608
-0.596	 0.45058092621213214
-0.595	 0.4515770083792454
-0.594	 0.45257268024648595
-0.593	 0.4535679428349183
-0.592	 0.4545627971634938
-0.591	 0.4555572442490591
-0.59	 0.45655128510636334
-0.589	 0.4575449207480659
-0.588	 0.4585381521847443
-0.587	 0.4595309804249017
-0.586	 0.4605234064749744
-0.585	 0.46151543133933975
-0.584	 0.46250705602032344
-0.583	 0.46349828151820754
-0.582	 0.4644891088312372
-0.581	 0.4654795389556288
-0.58	 0.46646957288557767
-0.579	 0.46745921161326465
-0.578	 0.46844845612886404
-0.577	 0.4694373074205512
-0.576	 0.47042576647450973
-0.575	 0.47141383427493866
-0.574	 0.47240151180405987
-0.573	 0.4733888000421258
-0.572	 0.474375699967426
-0.571	 0.4753622125562953
-0.57	 0.47634833878311983
-0.569	 0.47733407962034563
-0.568	 0.47831943603848476
-0.567	 0.47930440900612314
-0.566	 0.48028899948992715
-0.565	 0.4812732084546512
-0.564	 0.4822570368631447
-0.563	 0.48324048567635897
-0.5619999999999999	 0.48422355585335436
-0.5609999999999999	 0.48520624835130766
-0.5599999999999999	 0.4861885641255182
-0.5589999999999999	 0.4871705041294162
-0.5579999999999999	 0.4881520693145681
-0.5569999999999999	 0.4891332606306851
-0.5559999999999999	 0.4901140790256288
-0.5549999999999999	 0.49109452544541893
-0.5539999999999999	 0.4920746008342397
-0.5529999999999999	 0.49305430613444695
-0.552	 0.4940336422865748
-0.551	 0.49501261022934295
-0.55	 0.4959912108996625
-0.549	 0.4969694452326437
-0.548	 0.497947314161602
-0.547	 0.49892481861806515
-0.546	 0.49990195953177974
-0.5458996454828975	 0.5
-0.545	 0.5008787378307179
-0.544	 0.5018551544410842
-0.543	 0.5028312102873219
-0.542	 0.5038069062921195
-0.541	 0.5047822433764182
-0.54	 0.5057572224594169
-0.539	 0.5067318444585805
-0.538	 0.5077061102896453
-0.537	 0.5086800208666259
-0.536	 0.5096535771018214
-0.535	 0.5106267799058222
-0.534	 0.5115996301875165
-0.533	 0.5125721288540964
-0.532	 0.5135442768110644
-0.531	 0.5145160749622402
-0.53	 0.5154875242097661
-0.529	 0.5164586254541145
-0.528	 0.5174293795940935
-0.527	 0.5183997875268536
-0.526	 0.5193698501478932
-0.525	 0.5203395683510663
-0.524	 0.5213089430285873
-0.523	 0.5222779750710381
-0.522	 0.523246665367374
-0.521	 0.5242150148049299
-0.52	 0.5251830242694266
-0.519	 0.5261506946449769
-0.518	 0.5271180268140915
-0.517	 0.5280850216576854
-0.516	 0.5290516800550842
-0.515	 0.5300180028840296
-0.514	 0.5309839910206856
-0.513	 0.5319496453396452
-0.512	 0.5329149667139355
-0.511	 0.5338799560150244
-0.51	 0.5348446141128259
-0.509	 0.535808941875707
-0.508	 0.5367729401704927
-0.507	 0.5377366098624726
-0.506	 0.5386999518154066
-0.505	 0.5396629668915305
-0.504	 0.5406256559515623
-0.503	 0.5415880198547081
-0.502	 0.5425500594586673
-0.501	 0.5435117756196391
-0.5	 0.5444731691923284
-0.499	 0.5454342410299506
-0.498	 0.5463949919842387
-0.497	 0.5473554229054478
-0.496	 0.5483155346423619
-0.495	 0.549275328042299
-0.494	 0.5502348039511165
-0.493	 0.5511939632132182
-0.492	 0.5521528066715586
-0.491	 0.5531113351676491
-0.49	 0.5540695495415636
-0.489	 0.555027450631944
-0.488	 0.5559850392760063
-0.487	 0.5569423163095455
-0.486	 0.5578992825669415
-0.485	 0.5588559388811649
-0.484	 0.5598122860837819
-0.483	 0.5607683250049602
-0.482	 0.561724056473475
-0.481	 0.5626794813167133
-0.48	 0.5636346003606809
-0.479	 0.564589414430006
-0.478	 0.5655439243479464
-0.477	 0.566498130936394
-0.476	 0.5674520350158804
-0.475	 0.5684056374055821
-0.474	 0.5693589389233263
-0.473	 0.5703119403855961
-0.472	 0.5712646426075354
-0.471	 0.572217046402955
-0.47	 0.5731691525843375
-0.469	 0.5741209619628423
-0.46799999999999997	 0.5750724753483116
-0.46699999999999997	 0.5760236935492751
-0.46599999999999997	 0.5769746173729555
-0.46499999999999997	 0.5779252476252739
-0.46399999999999997	 0.5788755851108542
-0.46299999999999997	 0.5798256306330297
-0.46199999999999997	 0.5807753849938473
-0.46099999999999997	 0.5817248489940725
-0.45999999999999996	 0.5826740234331956
-0.45899999999999996	 0.5836229091094357
-0.45799999999999996	 0.5845715068197469
-0.45699999999999996	 0.5855198173598226
-0.45599999999999996	 0.586467841524101
-0.455	 0.58741558010577
-0.454	 0.588363033896773
-0.453	 0.5893102036878123
-0.452	 0.5902570902683562
-0.451	 0.5912036944266427
-0.45	 0.5921500169496849
-0.449	 0.593096058623276
-0.448	 0.5940418202319946
-0.447	 0.594987302559209
-0.446	 0.595932506387083
-0.445	 0.5968774324965799
-0.444	 0.5978220816674686
-0.443	 0.5987664546783276
-0.442	 0.5997105523065502
-0.4416933550781086	 0.6
-0.441	 0.6006543753283498
-0.44	 0.601597924518764
-0.439	 0.6025412006516601
-0.438	 0.60348420449974
-0.437	 0.6044269368345445
-0.436	 0.605369398426459
-0.435	 0.6063115900447171
-0.434	 0.6072535124574072
-0.433	 0.6081951664314748
-0.432	 0.6091365527327303
-0.431	 0.6100776721258507
-0.43	 0.6110185253743876
-0.429	 0.6119591132407682
-0.428	 0.6128994364863042
-0.427	 0.6138394958711928
-0.426	 0.6147792921545239
-0.425	 0.6157188260942832
-0.424	 0.6166580984473586
-0.423	 0.617597109969543
-0.422	 0.6185358614155406
-0.421	 0.6194743535389702
-0.42	 0.620412587092371
-0.419	 0.6213505628272062
-0.418	 0.622288281493869
-0.417	 0.6232257438416852
-0.416	 0.6241629506189197
-0.415	 0.6250999025727799
-0.414	 0.6260366004494217
-0.413	 0.6269730449939515
-0.412	 0.6279092369504335
-0.411	 0.6288451770618928
-0.41	 0.62978086607032
-0.409	 0.630716304716676
-0.408	 0.6316514937408967
-0.407	 0.6325864338818964
-0.40599999999999997	 0.6335211258775744
-0.40499999999999997	 0.6344555704648168
-0.40399999999999997	 0.6353897683795036
-0.40299999999999997	 0.6363237203565109
-0.40199999999999997	 0.637257427129717
-0.40099999999999997	 0.6381908894320056
-0.39999999999999997	 0.6391241079952716
-0.39899999999999997	 0.6400570835504236
-0.39799999999999996	 0.6409898168273908
-0.39699999999999996	 0.6419223085551246
-0.39599999999999996	 0.6428545594616054
-0.39499999999999996	 0.6437865702738452
-0.39399999999999996	 0.6447183417178937
-0.39299999999999996	 0.6456498745188403
-0.392	 0.646581169400821
-0.391	 0.6475122270870207
-0.39	 0.6484430482996789
-0.389	 0.6493736337600932
-0.388	 0.6503039841886239
-0.387	 0.6512341003046982
-0.386	 0.6521639828268144
-0.385	 0.6530936324725465
-0.384	 0.6540230499585482
-0.383	 0.6549522360005571
-0.382	 0.6558811913133991
-0.381	 0.6568099166109925
-0.38	 0.6577384126063524
-0.379	 0.6586666800115946
-0.378	 0.6595947195379402
-0.377	 0.6605225318957195
-0.376	 0.6614501177943766
-0.375	 0.6623774779424726
-0.374	 0.6633046130476907
-0.373	 0.6642315238168405
-0.372	 0.665158210955861
-0.371	 0.6660846751698263
-0.37	 0.6670109171629477
-0.369	 0.6679369376385804
-0.368	 0.6688627372992253
-0.367	 0.6697883168465343
-0.366	 0.6707136769813139
-0.365	 0.6716388184035298
-0.364	 0.6725637418123108
-0.363	 0.6734884479059523
-0.362	 0.6744129373819211
-0.361	 0.6753372109368591
-0.36	 0.6762612692665876
-0.359	 0.6771851130661105
-0.358	 0.67810874302962
-0.357	 0.6790321598504986
-0.356	 0.6799553642213247
