# x^^y == y
# x^^^Infinity == y
# x == HyperRoot[5][Infinity][y]
# x == SuperRoot[y][y]
# SuperLog[x][y] == y
0x1.02p+8,0x0,0x1.71dfebb6ae5f4p+0,0x0, exact
0x1.03p+8,0x0,0x1.71dfd7d1689e3p+0,0x0, exact
0x1.04p+8,0x0,0x1.71dfc4264c127p+0,0x0, exact
0x1.05p+8,0x0,0x1.71dfb0b476ef8p+0,0x0, exact
0x1.06p+8,0x0,0x1.71df9d7b0bac3p+0,0x0, exact
0x1.07p+8,0x0,0x1.71df8a7930ea4p+0,0x0, exact
0x1.08p+8,0x0,0x1.71df77ae115e4p+0,0x0, exact
0x1.09p+8,0x0,0x1.71df6518dbb86p+0,0x0, exact
0x1.0ap+8,0x0,0x1.71df52b8c28d7p+0,0x0, exact
0x1.0bp+8,0x0,0x1.71df408cfc40dp+0,0x0, exact
0x1.0cp+8,0x0,0x1.71df2e94c2ef0p+0,0x0, exact
0x1.0dp+8,0x0,0x1.71df1ccf54584p+0,0x0, exact
0x1.0ep+8,0x0,0x1.71df0b3bf1cc7p+0,0x0, exact
0x1.0fp+8,0x0,0x1.71def9d9e016ep+0,0x0, exact
0x1.10p+8,0x0,0x1.71dee8a8676aep+0,0x0, exact
0x1.11p+8,0x0,0x1.71ded7a6d350dp+0,0x0, exact
0x1.12p+8,0x0,0x1.71dec6d47293ap+0,0x0, exact
0x1.13p+8,0x0,0x1.71deb630972edp+0,0x0, exact
0x1.14p+8,0x0,0x1.71dea5ba963cdp+0,0x0, exact
0x1.15p+8,0x0,0x1.71de9571c7e5fp+0,0x0, exact
0x1.16p+8,0x0,0x1.71de8555874fap+0,0x0, exact
0x1.17p+8,0x0,0x1.71de7565328c1p+0,0x0, exact
0x1.18p+8,0x0,0x1.71de65a02a8a8p+0,0x0, exact
0x1.19p+8,0x0,0x1.71de5605d307bp+0,0x0, exact
0x1.1ap+8,0x0,0x1.71de4695927e8p+0,0x0, exact
0x1.1bp+8,0x0,0x1.71de374ed219cp+0,0x0, exact
0x1.1cp+8,0x0,0x1.71de2830fda53p+0,0x0, exact
0x1.1dp+8,0x0,0x1.71de193b837fdp+0,0x0, exact
0x1.1ep+8,0x0,0x1.71de0a6dd48e3p+0,0x0, exact
0x1.1fp+8,0x0,0x1.71ddfbc7642d0p+0,0x0, exact
0x1.20p+8,0x0,0x1.71dded47a823ep+0,0x0, exact
0x1.21p+8,0x0,0x1.71dddeee18990p+0,0x0, exact
0x1.22p+8,0x0,0x1.71ddd0ba30046p+0,0x0, exact
0x1.23p+8,0x0,0x1.71ddc2ab6b23cp+0,0x0, exact
0x1.24p+8,0x0,0x1.71ddb4c148ef0p+0,0x0, exact
0x1.25p+8,0x0,0x1.71dda6fb4a8c4p+0,0x0, exact
0x1.26p+8,0x0,0x1.71dd9958f344dp+0,0x0, exact
0x1.27p+8,0x0,0x1.71dd8bd9c87a0p+0,0x0, exact
0x1.28p+8,0x0,0x1.71dd7e7d519a9p+0,0x0, exact
0x1.29p+8,0x0,0x1.71dd714318181p+0,0x0, exact
0x1.2ap+8,0x0,0x1.71dd642aa75c7p+0,0x0, exact
0x1.2bp+8,0x0,0x1.71dd57338cc06p+0,0x0, exact
0x1.2cp+8,0x0,0x1.71dd4a5d57812p+0,0x0, exact
0x1.2dp+8,0x0,0x1.71dd3da798b71p+0,0x0, exact
0x1.2ep+8,0x0,0x1.71dd3111e34c7p+0,0x0, exact
0x1.2fp+8,0x0,0x1.71dd249bcbf41p+0,0x0, exact
0x1.30p+8,0x0,0x1.71dd1844e9209p+0,0x0, exact
0x1.31p+8,0x0,0x1.71dd0c0cd2fb8p+0,0x0, exact
0x1.32p+8,0x0,0x1.71dcfff3235cep+0,0x0, exact
0x1.33p+8,0x0,0x1.71dcf3f775c2dp+0,0x0, exact
0x1.34p+8,0x0,0x1.71dce81967498p+0,0x0, exact
0x1.35p+8,0x0,0x1.71dcdc5896a31p+0,0x0, exact
0x1.36p+8,0x0,0x1.71dcd0b4a40fcp+0,0x0, exact
0x1.37p+8,0x0,0x1.71dcc52d3156bp+0,0x0, exact
0x1.38p+8,0x0,0x1.71dcb9c1e1bddp+0,0x0, exact
0x1.39p+8,0x0,0x1.71dcae725a034p+0,0x0, exact
0x1.3ap+8,0x0,0x1.71dca33e4055cp+0,0x0, exact
0x1.3bp+8,0x0,0x1.71dc98253c4dep+0,0x0, exact
0x1.3cp+8,0x0,0x1.71dc8d26f6e72p+0,0x0, exact
0x1.3dp+8,0x0,0x1.71dc82431a797p+0,0x0, exact
0x1.3ep+8,0x0,0x1.71dc777952b28p+0,0x0, exact
0x1.3fp+8,0x0,0x1.71dc6cc94c8f6p+0,0x0, exact
0x1.40p+8,0x0,0x1.71dc6232b6569p+0,0x0, exact
0x1.41p+8,0x0,0x1.71dc57b53f917p+0,0x0, exact
0x1.42p+8,0x0,0x1.71dc4d5099068p+0,0x0, exact
0x1.43p+8,0x0,0x1.71dc430474b3dp+0,0x0, exact
0x1.44p+8,0x0,0x1.71dc38d085c8cp+0,0x0, exact
0x1.45p+8,0x0,0x1.71dc2eb480a0bp+0,0x0, exact
0x1.46p+8,0x0,0x1.71dc24b01abdcp+0,0x0, exact
0x1.47p+8,0x0,0x1.71dc1ac30ac30p+0,0x0, exact
0x1.48p+8,0x0,0x1.71dc10ed086f7p+0,0x0, exact
0x1.49p+8,0x0,0x1.71dc072dcc98fp+0,0x0, exact
0x1.4ap+8,0x0,0x1.71dbfd8511270p+0,0x0, exact
0x1.4bp+8,0x0,0x1.71dbf3f2910e0p+0,0x0, exact
0x1.4cp+8,0x0,0x1.71dbea76084a6p+0,0x0, exact
0x1.4dp+8,0x0,0x1.71dbe10f33dbep+0,0x0, exact
0x1.4ep+8,0x0,0x1.71dbd7bdd1c0cp+0,0x0, exact
0x1.4fp+8,0x0,0x1.71dbce81a0f19p+0,0x0, exact
0x1.50p+8,0x0,0x1.71dbc55a615c9p+0,0x0, exact
0x1.51p+8,0x0,0x1.71dbbc47d3e16p+0,0x0, exact
0x1.52p+8,0x0,0x1.71dbb349ba4cbp+0,0x0, exact
0x1.53p+8,0x0,0x1.71dbaa5fd7544p+0,0x0, exact
0x1.54p+8,0x0,0x1.71dba189ee92bp+0,0x0, exact
0x1.55p+8,0x0,0x1.71db98c7c4838p+0,0x0, exact
0x1.56p+8,0x0,0x1.71db90191e7f3p+0,0x0, exact
0x1.57p+8,0x0,0x1.71db877dc2b75p+0,0x0, exact
0x1.58p+8,0x0,0x1.71db7ef57832ep+0,0x0, exact
0x1.59p+8,0x0,0x1.71db768006cabp+0,0x0, exact
0x1.5ap+8,0x0,0x1.71db6e1d37259p+0,0x0, exact
0x1.5bp+8,0x0,0x1.71db65ccd2b4dp+0,0x0, exact
0x1.5cp+8,0x0,0x1.71db5d8ea3b10p+0,0x0, exact
0x1.5dp+8,0x0,0x1.71db556275165p+0,0x0, exact
0x1.5ep+8,0x0,0x1.71db4d4812a16p+0,0x0, exact
0x1.5fp+8,0x0,0x1.71db453f48cbcp+0,0x0, exact
0x1.60p+8,0x0,0x1.71db3d47e4c92p+0,0x0, exact
0x1.61p+8,0x0,0x1.71db3561b483dp+0,0x0, exact
0x1.62p+8,0x0,0x1.71db2d8c869a0p+0,0x0, exact
0x1.63p+8,0x0,0x1.71db25c82a5a6p+0,0x0, exact
0x1.64p+8,0x0,0x1.71db1e146fc18p+0,0x0, exact
0x1.65p+8,0x0,0x1.71db16712776bp+0,0x0, exact
0x1.66p+8,0x0,0x1.71db0ede22c95p+0,0x0, exact
0x1.67p+8,0x0,0x1.71db075b33ae0p+0,0x0, exact
0x1.68p+8,0x0,0x1.71daffe82cbbap+0,0x0, exact
0x1.69p+8,0x0,0x1.71daf884e1293p+0,0x0, exact
0x1.6ap+8,0x0,0x1.71daf13124cabp+0,0x0, exact
0x1.6bp+8,0x0,0x1.71dae9eccc0eap+0,0x0, exact
0x1.6cp+8,0x0,0x1.71dae2b7abfbcp+0,0x0, exact
0x1.6dp+8,0x0,0x1.71dadb919a2e5p+0,0x0, exact
0x1.6ep+8,0x0,0x1.71dad47a6cd5bp+0,0x0, exact
