# x0, imag(x0), z0, imag(z0), xk, zk, Derivative[zk][Derivative[xk][SuperExp][x0]][z0], imag(_), comment

# EGF: SuperLog[E][z]
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x10,+0x1.016559b09992c7057b13472fb9e7p+33,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x11,-0x1.ee7fa7c4ed7d4b9cbcc444dc813ep+35,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x12,-0x1.79f5376d9bb14b1c0c2ebb6aebb8p+40,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x13,+0x1.a762efeefde833b0d91f38798da5p+39,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x14,+0x1.108867ac2a8a91d661a56072aa79p+48,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x15,+0x1.a14dd7e3b03ac72023a6c8662fdbp+50,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x16,-0x1.7d130328018c8cac6db8ae81aa6fp+55,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x17,-0x1.77bf55fbca9e90fc71cf20656d28p+59,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x18,+0x1.b185275a773a88b2e6a1ae1cf422p+62,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x19,+0x1.0d274379c65819c165b3f3ad532cp+68,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1a,+0x1.cb8700cd581c9fbb50fb8fc8465ep+66,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1b,-0x1.65c5338b283474f6273211437601p+76,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1c,-0x1.ab765bebc3c2005da84cd7b21e69p+79,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1d,+0x1.b13c7688d2d2e68fb7a31331d1f2p+84,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1e,+0x1.379e561394a90b5b4bac5f19057ap+89,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1f,-0x1.81bbeec09c87cca8a19b86222db5p+92,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x20,-0x1.6a7f59f55beb6504147020c99e87p+98,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x21,-0x1.72f125686be2ab06c793c488de64p+99,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x22,+0x1.7b9ab57f20e65b5c08e2fd3a5665p+107,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x23,+0x1.456c7f29e63532450dae1defe488p+111,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x24,-0x1.5b1a1ed70008501b182fc55ce9cep+116,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x25,-0x1.576df327d3482b25c68c06425044p+121,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x26,+0x1.a4fa7f7709343d4de89eaa0b3c27p+124,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x27,+0x1.23a8dbbe10f31d8999ab7359b430p+131,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x28,+0x1.38aff5cda7fb0f4c11adce351d59p+133,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x29,-0x1.b56d5f6addac9c73f3932fa0e395p+140,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2a,-0x1.fdfe6fff96ba1c4fd0886d7caf47p+144,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2b,+0x1.149ed91e1bb7b325fc59c1aea6bcp+150,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2c,+0x1.6b3397d95adbde20463e9b2b167cp+155,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2d,-0x1.9954e69379034c673eb27ddff2f9p+158,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2e,-0x1.a427fd829a622b18fe14f20a6e40p+165,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2f,-0x1.779d6090c3ec249e56e9454433e0p+168,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x30,+0x1.a70f8129148040f3e48659dd2ba6p+175,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x31,+0x1.43321ab81c5e5e7178c3df691729p+180,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x32,-0x1.5ba407f6e4f40f2ceff7bd21472fp+185,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x33,-0x1.2817e9185121f61b63b8f4d4506ep+191,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x34,+0x1.18ba009f95347ac7effc5752cdd5p+194,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x35,+0x1.bc43f913d542082fbe47abc42e72p+201,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x36,+0x1.27a1be5c98d4855f4cdd29968f1dp+205,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x37,-0x1.1e9796e60a865e4eaa2265723940p+212,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x38,-0x1.17551626354a34a895dee8556477p+217,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x39,+0x1.239ede1060bd810869064f8cbd22p+222,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3a,+0x1.3de332091bc88bf0ebb4fafd2323p+228,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3b,-0x1.b900fa605b72ae4cecfa5a84db28p+230,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3c,-0x1.2a3cc6296ebc20b406955518d94cp+239,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3d,-0x1.13c22671e1a4b7495729aaa92f75p+243,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3e,+0x1.dbabaa2666a8b569dca2b129bf2fp+249,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3f,+0x1.21f056e8bd4ff4e1cd585f49850ep+255,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x40,-0x1.1feebb2b2c112635e7abccd7d800p+260,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x41,-0x1.8f13946a506e94eb4a60b2c7cdbdp+266,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x42,+0x1.248c5c83982634d020211d711b13p+268,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x43,+0x1.c7249db4b406446dec15777bea54p+277,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x44,+0x1.171ee08fea287100f4208b887c52p+282,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x45,-0x1.b40574774b6acef8d425ce651e69p+288,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x46,-0x1.47870dab2d1e2da83a72e525a0e0p+294,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x47,+0x1.2efaa67064fc949498512c5aaf95p+299,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x48,+0x1.0aeec7b3876bb025de8cd270a52ep+306,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x49,+0x1.0f6e398b16c779f20462a224bedbp+304,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x4a,-0x1.69c38271a2a45a99b9e0be659050p+317,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x4b,-0x1.1cae36f242109eadf1d8e276c454p+322,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x4c,+0x1.9687d7eb5f7b3086802a82b741dep+328,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x4d,+0x1.743e8eaa79f5895157c0c97d7111p+334,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x4e,-0x1.392d8a2e4c28441378efd92a5655p+339,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x4f,-0x1.612761696f55046d143a333ad915p+346,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x50,-0x1.61e58ce6c960b435b325b33f2c52p+348,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x51,+0x1.1716ef1ed13643a2c6598ad0e5a6p+358,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x52,+0x1.12f01ab87ef8d502a65d3367a6f7p+363,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x53,-0x1.686e4ee1ca61f992a9b02753e991p+369,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x54,-0x1.8f337fbbab69685de1157220b899p+375,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x55,+0x1.28887c62a9c7346346d1e029c75fp+380,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x56,+0x1.b29d55ea976c0d9d1f3aa07e96ebp+387,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x57,+0x1.c4f7229bf445aa4e5a231a5c9d28p+390,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x58,-0x1.8a42fec5ff97610f241cfeaf9880p+399,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x59,-0x1.dd24017faab9f6e523ce35fd44e8p+404,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x5a,+0x1.1f46fbc65b83459f9791f1d7598bp+411,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x5b,+0x1.7ef77a84eccabc26b477094acf5ep+417,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x5c,-0x1.e2958d75ea1e86f8d8102aa0e1adp+421,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x5d,-0x1.d8b162869f92607df4bb77d87f41p+429,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x5e,-0x1.87b540aaa673d0edc9cbdcc494c6p+433,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x5f,+0x1.e584fc11368908b7c88551f8bd49p+441,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x60,+0x1.63b157eb1916a43c1bbb435abb0fp+447,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x61,-0x1.887cbf9d3fe771c9d1adeba03ce4p+453,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x62,-0x1.3a27ca1752a34d76e00bd46235b7p+460,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x63,+0x1.3c38b434bc43b628a27ef39e96a2p+464,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x64,+0x1.b30586a5008ab37589a21100bb8ap+472,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x65,+0x1.ff12294471f0bf3a87483a751360p+476,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x66,-0x1.f3d5f3ae6f6dca8a4a0a256b95bcp+484,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x67,-0x1.b657e13ce51e37e35bdcd058930dp+490,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x68,+0x1.b8fb130fef285fafd17b7f9a5783p+496,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x69,+0x1.a806764a7246e075521473efd15ep+503,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x6a,-0x1.33680fb3abe7fb179e21adbf407ap+507,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x6b,-0x1.4657795d733688457b238332f5d9p+516,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x6c,-0x1.fdabc5ffaeb34893dcc3b6cf7d64p+520,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x6d,+0x1.9ee3ea044935cecdaf90bd3a5fa4p+528,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x6e,+0x1.afc569c71a1ddb68d778d8b71be0p+534,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x6f,-0x1.88e161c39fae090319ff2a2d04cap+540,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x70,-0x1.c756d51c19c66f6b79d34293f06bp+547,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x71,+0x1.79c9ef92f6eb71e62cd19621b079p+550,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x72,+0x1.825bda70546a0fb08d00ee485737p+560,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x73,+0x1.80e6bf86bc4931b39a0babc58233p+565,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x74,-0x1.0d05c7e66eb80b546a0cdfc1b1fcp+573,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x75,-0x1.4a1198a26e5b8177788cfa477d6dp+579,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x76,+0x1.0c96dd4a01c5b24fcefff3584f08p+585,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x77,+0x1.79cb783e45f600e6e704761db4ffp+592,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x78,-0x1.c74bf8c40133dcb8c0e108968a72p+592,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x79,-0x1.5ecc81eae3570a70031df1882894p+605,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x7a,-0x1.b15750f5c4e249a570011093b8f2p+610,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x7b,+0x1.0906c9682ec1422f011fc6933b65p+618,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x7c,+0x1.7d9651812f975d1fe94094daafccp+624,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x7d,-0x1.1157ce607d5e9a0f1e5f504d80a8p+630,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x7e,-0x1.d80547ad2d8f7049e0bc811788ddp+637,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x7f,-0x1.165c38641613c66be9574bd3658ep+640,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x80,+0x1.dc5fca03554cf273014fe09443e7p+650,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x81,+0x1.656273ef152f3a198c3733de88b5p+656,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x82,-0x1.82e82b725a14724e96b0253ed947p+663,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x83,-0x1.45ef92fc7536b1564b84dd43f08ap+670,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x84,+0x1.921328093f4e0bcf9bbdbfa2fcc8p+675,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x85,+0x1.b1f337e154e805cb1e5262d5c318p+683,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x86,+0x1.2ea0dcd93a6a84c7fb539d64273cp+687,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x87,-0x1.d8febdf2928ca30299662a5b2b6ap+696,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x88,-0x1.a8692ce27d508725158c7217164dp+702,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x89,+0x1.9936352d37ac9a21e095d8d7c223p+709,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x8a,+0x1.92f075080ad8478e586406473438p+716,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x8b,-0x1.9e8410755e047a05ed386be4fc3fp+721,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x8c,-0x1.1f942c12a7fda9d9bb2085bd14f2p+730,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x8d,-0x1.46380836deafb7edb5483bd1ce3bp+734,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x8e,+0x1.5083331bc4b9e3ff55311096391bp+743,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x8f,+0x1.64ede97b036659ee0a45fbd13c54p+749,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x90,-0x1.3332515cff1d65e32614b9682d72p+756,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x91,-0x1.61cf701385d824ce6cbabba24cbbp+763,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x92,+0x1.20f06e319a003f0001c44951b25ap+768,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x93,+0x1.0db5110c335787ce29c7d96204f1p+777,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x94,+0x1.b1ce2c49eaf8a120f630c2a7401ep+781,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x95,-0x1.50dfdb356af8167e6a4120213a3fp+790,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x96,-0x1.a29fd030c4757e2804cae48d423fp+796,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x97,+0x1.413d051b038d4a4a42985697f003p+803,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x98,+0x1.b1ea8e3ef75f6643a065808d8fbdp+810,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x99,-0x1.02a1cbbff052e8c172be30351a8ap+815,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x9a,-0x1.600284584ef5f20bb16009246a12p+824,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x9b,-0x1.759e7412df8a0b606d9726acf7abp+829,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x9c,+0x1.d2afbe607235a1bdecd05a5ed628p+837,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x9d,+0x1.51745e8cc33a6a49597dff70051cp+844,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x9e,-0x1.cbb3b0fcdce7817f3d58306922afp+850,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x9f,-0x1.6df4e768d7cf023c17036bd2aebap+858,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa0,+0x1.0b985a2bde9622ed3e45b62393abp+862,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa1,+0x1.3ad3c49187530684a00753c8e189p+872,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa2,+0x1.a61184aeb62ba78895981a334b88p+877,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa3,-0x1.b8925a4aa698d5ee10e1f1222d56p+885,0x0, inexact
