# x0, imag(x0), z0, imag(z0), xk, zk, Derivative[zk][Derivative[xk][SuperExp][x0]][z0], imag(_), comment

# EGF: SuperLog[E][z]
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa4,-0x1.70f28f2ae0dc0710c220bd56f7fap+892,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa5,+0x1.ba888531b07beea29c9f5ffba935p+898,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa6,+0x1.a290470ff617f3ae89c9a1e2c452p+906,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa7,-0x1.9f599813553cca0fa681da7a94ffp+908,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa8,-0x1.7c89bf193b2d144334e1a47b50afp+920,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa9,-0x1.38dbed34f434ecd7ad5c1f71a8a6p+926,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xaa,+0x1.177795ee5796ed9ab09c38eaf818p+934,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xab,+0x1.0e2c1dbaf097d5f0c7f4fcfd327ap+941,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xac,-0x1.19ca2cd959b636f4be1a43029fedp+947,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xad,-0x1.4073fc28a14dc02cab9312e90672p+955,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xae,-0x1.4d672a770673c03f9697e4812e7bp+957,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xaf,+0x1.32d7b77b3e183b496f517e1917f1p+969,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb0,+0x1.2f0a51bb55c18ddc611cf3b1a66ep+975,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb1,-0x1.d64605d18abf93aaf02ca8c3288dp+982,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb2,-0x1.05f9774ccf9cea33880f7c03ae9dp+990,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb3,+0x1.d2878015e50ce4914bd0369bbbafp+995,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb4,+0x1.449118af1da34d918bfba65b4760p+1004,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb5,+0x1.02747d39f072aead0fbb51667f40p+1008,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb6,-0x1.46359a1aea8d3c17fb93cbc9686bp+1018,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb7,-0x1.7d267e196e713ec072067104fa80p+1024,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb8,+0x1.03385c4e147372617cececcadd37p+1032,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb9,+0x1.4cc780388bd41c518073bdb218a6p+1039,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xba,-0x1.ec4e7899f69f049299243cff1c95p+1044,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xbb,-0x1.ae22e63b258b3d2b433cc128995ap+1053,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xbc,-0x1.25500396c2badb7e483954644244p+1058,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xbd,+0x1.c439fb5013f86911fda5e70591a3p+1067,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xbe,+0x1.3507f61bcad24ade07bb18770f6ap+1074,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xbf,-0x1.721f63a7791fa65ba500e5bf3b9fp+1081,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc0,-0x1.1221f94290d166a6bc7870c79780p+1089,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc1,+0x1.430a3c5289c84dcd5aa9dc4b8712p+1094,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc2,+0x1.71286942ef43bd489aa4007b9f46p+1103,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc3,+0x1.6aef7927adc19beeb7082d602d39p+1108,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc4,-0x1.949538c9574d4827e39ab21bed94p+1117,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc5,-0x1.40a62f76691c792440b939507191p+1124,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc6,+0x1.5274b8dae49d6935c8ac32b9cfd7p+1131,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc7,+0x1.222b601a52342575d6a242eb5c10p+1139,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc8,-0x1.fbdcc17bf163dbd5c08dcc35e981p+1143,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc9,-0x1.9678e46c883a0757703892345440p+1153,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xca,-0x1.0902e4a1425f861f1634a11a801ap+1159,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xcb,+0x1.ceb60db9bbcf7b39ab8b0d1ebbcfp+1167,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xcc,+0x1.a6a4bed6ac1248354487a905ecd7p+1174,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xcd,-0x1.882adca047331fa6f127d2e83104p+1181,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xce,-0x1.873d16b3c40c3c9a1bbe8301bda2p+1189,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xcf,+0x1.bbad5e41e2461318754b701ab7a8p+1193,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd0,+0x1.1c913f1a1d6b786291a7b6540a96p+1204,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd1,+0x1.d49cd152e9baf62d2ad85ba86142p+1209,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd2,-0x1.4f346a7ae7bfd7d8ac76ae926aa2p+1218,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd3,-0x1.5f4c1b405af3b22100c64a273388p+1225,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd4,+0x1.1ccbd177d7cf4e3ecd0adbc9de90p+1232,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd5,+0x1.4d3cbf2fc2844c3efdf91166812dp+1240,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd6,-0x1.4fab24aa2ea0391ffed3a4f88fd2p+1243,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd7,-0x1.f67ebe2935218842071a94442105p+1254,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd8,-0x1.fa1956bf4644e7de0cab1cf3a0b9p+1260,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd9,+0x1.3104ec1ef9f476b373f3b1fbc907p+1269,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xda,+0x1.6db67ff7b934aa579838cf97eb02p+1276,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xdb,-0x1.005f4941179fa88053f366b1d99ap+1283,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xdc,-0x1.63ddde96d006029bdaa6a3f367ecp+1291,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xdd,-0x1.9dbaa8a9a8989464b8c2ae95a289p+1292,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xde,+0x1.1595d65033d2d19d6aea6a99b542p+1306,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xdf,+0x1.4e7efcd4e30e92726036ca7dd23fp+1312,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe0,-0x1.59cd5535a198e93d2677eb61dddap+1320,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe1,-0x1.d9aa6df3f2701f0e6f8c9581c0a1p+1327,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe2,+0x1.1a9eb6c82aa0f7fca8ff861b9e13p+1334,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe3,+0x1.d90dcc121dd9ee571c10a9b4d30dp+1342,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe4,+0x1.829bd25e7bab71e98046eeb45ca7p+1346,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe5,-0x1.7cf5be32358b52cc6d96b2caea48p+1357,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe6,-0x1.0e45ad68b4355aa1cc6b5f5fa9a0p+1364,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe7,+0x1.e4a3d060cf7f328d73eed6898c9fp+1371,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe8,+0x1.7b335cf9978600e6a3f292c63c7bp+1379,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe9,-0x1.781f1b76b58b3c44f5626199b83dp+1385,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xea,-0x1.84b941b05e1dcb33ac6d953f3226p+1394,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xeb,-0x1.26c81a1f70dcd65dd82cd38817cep+1399,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xec,+0x1.427b23c1a82e912c6684771f6549p+1409,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xed,+0x1.0a3d6a1004e6d393f8b2dc4ede06p+1416,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xee,-0x1.a0a8da0f98db9fb41331fd450088p+1423,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xef,-0x1.7501fc3419543450f4e69b921257p+1431,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf0,+0x1.28891ab1bcb0029b52222194eda3p+1437,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf1,+0x1.88642e929c568f5cffed7cafd786p+1446,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf2,+0x1.b91b734654fe1f773292ce766a01p+1451,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf3,-0x1.4e885bbf8d80e2afaaab7b6d393ap+1461,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf4,-0x1.3e9cc4b4f6ce20b4804bba3f0a5ep+1468,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf5,+0x1.b438edfb703c728841892d6a3e6cp+1475,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf6,+0x1.c03a2bec91462fa7a0eddae1aa0fp+1483,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf7,-0x1.0d1f6449003839dd691e20de3ca5p+1489,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf8,-0x1.e39f29706cad0b15e66050abb5adp+1498,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf9,-0x1.6cd0c2e3a19278eaff334dc23a0ap+1504,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xfa,+0x1.a69fe125a546fad2367e9ff0e4ecp+1513,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xfb,+0x1.cd5f3c04b76d02d08cc0d3524c4cp+1520,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xfc,-0x1.1402b2088386577f07f1cc1ce284p+1528,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xfd,-0x1.472c6e3904a5d7ac76110105b133p+1536,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xfe,+0x1.09d6fd32858a0504963036161582p+1541,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xff,+0x1.69cc1fabb28135c96fefbc46add1p+1551,0x0, inexact

# EGF: SuperLog[E][1 + z]
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x0,0x0,0x0, exact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1,+0x1.d4f6e1ab219ebbcd545c9b61b6cap-1,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2,-0x1.ab4023a307766b2d7270644f7bf2p-2,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3,-0x1.4edf63ada4ab9ff36fcb0d7d25e8p-2,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x4,+0x1.b65eeed6b29a00f8aa6721e432b6p+0,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x5,-0x1.33dfb7f508faadb38d94eb876d1ap+1,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x6,-0x1.fb75aeb41ff79988c4bece20260ep+2,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x7,+0x1.e6c5452111fd7d8e7294f09bd1c2p+5,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x8,-0x1.b82b869156079f82fbdcb78a802ap+6,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x9,-0x1.e9b7599bef74c440e4cd6522562dp+9,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xa,+0x1.14a131829f3990e709b2c3965a55p+13,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xb,-0x1.c3d012701f2750d33ff1b069492cp+13,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xc,-0x1.4808123b234f7a64c5d287fa14c0p+18,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xd,+0x1.91371e5a89445a2c505dc60fb84bp+21,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xe,-0x1.3df93109d1e4074f22d9413a3beep+21,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0xf,-0x1.d0483cbf18ddb5f244d33e81eba0p+27,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x10,+0x1.2463dcb535d32bd6560bef480188p+31,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x11,+0x1.035598c9c7c0857d4e4f63ad3dc2p+31,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x12,-0x1.289b762f88cbfacc20175ef9a5b3p+38,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x13,+0x1.71890c180507c5fa65054dc44fc3p+41,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x14,+0x1.58824f4acdcf6a3c3d31024c053ap+43,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x15,-0x1.349cab1bd9649f40731069156fdfp+49,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x16,+0x1.6ce5d7f0a61dd5e84bef20df76f0p+52,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x17,+0x1.7d6384ce28befe0cc7811dd70335p+55,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x18,-0x1.e605560495d02f73ad857cf319cfp+60,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x19,+0x1.02c26a8b6317d2d4769fd8c376f9p+64,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1a,+0x1.04da06383bf940742e5a6163002dp+68,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1b,-0x1.1213db2d591e744ca8991b8fa7d6p+73,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1c,+0x1.e4ce4c985fa509519ed61de47f3fp+75,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1d,+0x1.cdb204537b4c2ca2f3a89c67ff74p+80,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1e,-0x1.a7de967ae9306c94e3a48dbb1f76p+85,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x1f,+0x1.09afed5a0879249bc1643ed2725bp+88,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x20,+0x1.07d10b7e6d231d97c6bde638c6abp+94,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x21,-0x1.b196a7bb386636edf425782369d7p+98,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x22,+0x1.d23e6250d856e5a0801d8642634bp+99,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x23,+0x1.803a76067f50a7ac421d8b68a4dbp+107,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x24,-0x1.1c6b6df97f370e64a16c649cbd21p+112,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x25,-0x1.02a5e0908b6a589b2dcbd045de6dp+113,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x26,+0x1.5f070ebb12022bcd00d99818a67ep+121,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x27,-0x1.d131d645cc1c16af0ac5d91b6c0fp+125,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x28,-0x1.af2fc4cb9575ef3a7a243cdf18afp+128,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x29,+0x1.8c179d14ab9fb99db88d4e26eebcp+135,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2a,-0x1.cd1577454ea4d8d90e838f9fc61fp+139,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2b,-0x1.c1ece9ad9825e17b9887f4f5443bp+143,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2c,+0x1.0ff130f2623947813c012fd321f8p+150,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2d,-0x1.0c292031a8a8720af74b50b7ee4ap+154,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2e,-0x1.dd02453e62631099a798c9353313p+158,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x2f,+0x1.c01a4c0bbc14ac0d777d33ec7edfp+164,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x30,-0x1.5db80cf97e1cbd3b22813f72a8ccp+168,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x31,-0x1.1766e5e32451e0b5070c406d3cb5p+174,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x32,+0x1.b5343de48348646029ed1d2e6e8dp+179,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x33,-0x1.d31dfa387d81eda43dfd7dbca556p+182,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x34,-0x1.728f788206473622e5638890fcadp+189,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x35,+0x1.f2b19bee3d1dbec344211394b961p+194,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x36,-0x1.ca428a26adc810c874f147a70fc9p+196,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x37,-0x1.180cc82e23e9753f1845d44db34bp+205,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x38,+0x1.4833b347956aa810515e3eca13ecp+210,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x39,+0x1.a378d4ab97c49eda18aed264188fp+211,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3a,-0x1.e253b7ccd9f31e9b01461233d803p+220,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3b,+0x1.eb8fff5bfbd8e5f6bf8ebafb287ep+225,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3c,+0x1.4da17afc5c7ea4d0eb8ec360759fp+229,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3d,-0x1.d7c30c4bafe3a68bc743e303da6ap+236,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3e,+0x1.9bfef28edbc2f69774a5c2c0f955p+241,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x3f,+0x1.222b70596c25390f4984cf8aad3dp+246,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x40,-0x1.04d04df617780155b92ad183b727p+253,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x41,+0x1.79e55025f1edd453c49f01db7d3cp+257,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x42,+0x1.dbea51367394e1fbe7e1b695f636p+262,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x43,-0x1.4430a4d04ed29fd5104e6445be1dp+269,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x44,+0x1.6d9981c61dfaf7f91d1409548a58p+273,0x0, inexact
+0x1.5bf0a8b1457695355fb8ac404e7ap+1,0x0,0x0,0x0,0x0,0x45,+0x1.950e4d61ec0ad7178cf304759f2bp+279,0x0, inexact
